pair_id,block,source_collection,source_url,image_url,local_image_path,image_release_status,can_redistribute_image,source_side_retrieval_required,embedded_review_only,license_label,license_url,rights_statement,attribution_text,metadata_license,critique_license,last_checked_date,rights_notes
PAIR_02023,chinese,unknown,,,"images/chinese/五代后蜀_黃居寀_宣和图谱_页_工笔,花鸟_ _工笔,芦苇,盛开花,树枝,树叶,白花,粉花,石头,草,印章 _  _  _ _d73fe352.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,黃居寀,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02024,chinese,museum_collection,,,"images/chinese/明_萧云从_秋山行旅图_卷_浅绛,山水_ _纸本_25.4cmX551.8cm_东京博物馆_f61e6a40.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,萧云从,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02025,chinese,unknown,,,"images/chinese/清_恽寿平_牡丹册_册页_没骨,花鸟_ _30.2cmX20cm _ _8e0291f0.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,恽寿平,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02026,chinese,unknown,,,"images/chinese/宋_李迪_双雀图_ 页_工笔,花鸟_枯树,石头,树,鸟,印章_绢本_35cmX34cm_ _2db580b4.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,李迪,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02028,chinese,unknown,,,"images/chinese/宋 _ _花蓝图_页_工笔,花鸟_工笔_花鸟 _ _47cmX46cm _ _fe90c2cb.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,unknown,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02029,chinese,unknown,,,"images/chinese/明_沈周_山水图_页_水墨,山水_轴_山水_纸_32cmX114cm _ _07301cb4.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,沈周,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02030,chinese,dunhuang_mogao,,,"images/chinese/ _ _敦煌壁画_壁画_白描,人物_人物,飘带,卷云,飞天,神话人物,飘逸动态_ _ _  (221)_959901f6.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,敦煌莫高窟壁画,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02033,chinese,unknown,,,"images/chinese/明_沈周_田椿萱图(二版)_页_浅绛,山水_ _绢本_93.6cmX171.4cm_ _ffaaa79e.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,沈周,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02035,chinese,unknown,,,"images/chinese/清_佚名_芥子园画传_双页_水墨,山水_悬崖,草本植物,文字,边框_纸本_ _ _44448a9c.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,佚名,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02037,chinese,dunhuang_mogao,,,"images/chinese/北凉_ _敦煌壁画供养菩萨_壁画_白描,人物_莲花纹,植物纹,几何纹样,佛教人物,供养菩萨,供养人_ _ _ _c4487586.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,dunhuang_mogao,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02039,chinese,unknown,,,"images/chinese/清_王翚_仿巨然山水册_页_水墨,山水_ _山水_绢本_59.3cmX153.6cm _ _a4b28c62.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,王翚,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02041,chinese,unknown,,,"images/chinese/清_傅山傅眉_山水花卉冊_页_写意,花鸟_树叶,印章,文字 _ _25.7cmX25.2cm _ _636318ed.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,傅山傅眉,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02042,chinese,unknown,,,"images/chinese/明_郭诩_上博画集_写意,人物_仙人,白鹭,长袍,印章,文字_纸本_ _ __73eace87.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,郭诩,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02044,chinese,unknown,,,"images/chinese/清_达礼善_关夫子像赞 _页_工笔,人物_人物_拓本_60cmX36cm _ _71910413.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,达礼善,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02046,chinese,unknown,,,"images/chinese/宋_佚名(传毛益)_榴枝黄鸟_ 页_工笔,花鸟_树枝,树叶,鸟,盛开花_绢本_24.6cmX25.4_9e42615d.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,佚名(传毛益),CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02047,chinese,unknown,,,"images/chinese/明_商喜_关羽擒将图_页_工笔,人物_人物_纸本_103cmX122cm_ _ac452920.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,商喜,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02049,chinese,unknown,,,"images/chinese/明_王时敏_山楼客话图 _页_水墨,山水_ _纸本_52.4cmX116.3cm _ _4032390a.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,王时敏,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02051,chinese,unknown,,,"images/chinese/明_仇英_桃花源图(之二) _卷_浅绛,山水_山,山林,山地,水,水面,轻雾,树,桥,船,建筑,茅屋,集体人物,印章,地面_纸本_37cmX347cm _ _76dbb3a0.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,仇英,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02052,chinese,unknown,,,"images/chinese/明_王鉴_仿古山二_页_青绿,山水_树,树林,石头,建筑,屋子,庭院,树叶,陆地,桥,船,水,水面,文字,雾气,云朵,印章_纸本_22cmX31cm _ _c37c289e.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,王鉴,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02053,chinese,unknown,,,"images/chinese/明_蓝瑛_山水圖_扇面_水墨,山水_山水_纸本_35cmX65cm_ _66ca39bd.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,蓝瑛,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02054,chinese,unknown,,,"images/chinese/元_孙君泽_高士观眺图_页_水墨,山水_ _山水_ _137cmX111cm _ _b95d62a5.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,孙君泽,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02055,chinese,unknown,,,"images/chinese/清_恽冰_牡丹图_页_工笔,花鸟_ _工笔,花鸟 _ _31.1cmX34cm _ _2802bc5a.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,恽冰,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02060,chinese,museum_collection,,,images/chinese/明_蓝瑛_仿宋元册_页_浅绛_山水_山林_松树_石头_溪流_花_印章_文字_____页_大都会博物馆.jpg,source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,蓝瑛,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02062,chinese,unknown,,,"images/chinese/明清_王鉴_湘碧居士仿古册_页_浅绛,山水_水,水面,船,河岸,石头,树,树林,树叶,山,山群,山林,山地,印章 _  _  _ _f8d228ed.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,王鉴,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02063,chinese,unknown,,,"images/chinese/明_沈周_杏林飛燕圖 _扇面_写意,花鸟_花鸟 _  _  _ _63202e41.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,沈周,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02064,chinese,unknown,,,"images/chinese/明_沈周_四季花卉_卷_工笔,花鸟_花卉_纸本_27.5cmX504.8cm _ _097ba3cf.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,沈周,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02065,chinese,unknown,,,images/chinese/清_恽寿平_花鸟册_页_没骨_花鸟_花鸟________.jpg,source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,恽寿平,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02066,chinese,unknown,,,"images/chinese/明清_佚名(李公麟款)_页_工笔,人物_法海灵山图_神仙,牛,龟,海浪_ _ _页_._87e497d7.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,佚名(李公麟款),CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02068,chinese,unknown,,,"images/chinese/清_王翚_仿古山水册_页_浅绛,山水_水面,树林,树木,柳树,水面,水,山,山林,山群,船,人,建筑_25be0ea7.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,王翚,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02072,chinese,unknown,,,"images/chinese/明_郭诩_上博画集_写意,人物_学者,坐卧,长袍,岩石,竹节,文字,印章_纸本_ _ __021eb138.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,郭诩,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02074,chinese,unknown,,,"images/chinese/明_恽向_山水册_页_水墨,山水_山,山群,树,树枝,树叶,草,河流,石头,房屋,文字,印章_纸本__93cdf5c4.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,恽向,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02075,chinese,unknown,,,"images/chinese/清_任伯年_花卉册_没骨,花鸟_树枝,树叶,花,印章,文字_纸本_ _页__66a16074.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,任伯年,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02077,chinese,unknown,,,"images/chinese/明_周臣 _ _页_浅绛,山水_ _娟本_45cmX70cm _ _05334374.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,周臣,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02078,chinese,unknown,,,"images/chinese/清_方琮_山水十开_页_浅绛,山水_高山,山群,悬崖,石头,河流,树林,松树,针叶树,屋檐_纸本_ _60e3e5cd.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,方琮,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02079,chinese,unknown,,,"images/chinese/明_李因_芙蓉鸳鸯图_轴_写意,花鸟_花鸟_绢本_138.9cmX47.8cm _ _9a3c7b26.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,李因,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02081,chinese,unknown,,,"images/chinese/明清_王鉴_湘碧居士仿古册_页_浅绛,山水_云,雾,雾气,水面,水流,水面,山,山林,石头,河岸,山群,树,树林,树叶,树枝,建筑,亭子,印章 _  _  _ _89113ed8.jpg",embedded_review_only,false,false,true,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,王鉴,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02083,chinese,unknown,,,"images/chinese/清_于非闇_翠微红叶图_轴 _ _工笔,花鸟_纸本_93.9cmX34.4cm _ _f6f57ec3.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,于非闇,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02084,chinese,unknown,,,"images/chinese/清_恽寿平_含笑看瑶姬_扇面_没骨,花鸟_工笔,花,叶子_纸本 _  _ _839487e0.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,恽寿平,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02085,chinese,unknown,,,"images/chinese/五代后蜀_黃居寀_宣和图谱_页_工笔,花鸟_ _工笔,树枝,树叶,盛开花,白花,红花,蓝花,石头,草,印章 _  _  _ _b3b5978e.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,黃居寀,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02087,chinese,unknown,,,"images/chinese/明_徐渭_杂花图_页_写意,花鸟_花鸟 _  _  _ _0a37ec5c.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,徐渭,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02090,chinese,unknown,,,"images/chinese/清_恽寿平_山水册_页_水墨,山水_临黄鹤山极_页_浅绛,山水_高山,山群,屋檐,树林,山地,印章__73125cd3.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,恽寿平,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02153,chinese,unknown,,,"images/chinese/清_王翚_仿古山册_页_浅绛,山水_树,树林,树叶,柳树,水,水面,云,云朵,石头,鸟,鸟群,山,山_db324524.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,王翚,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02155,chinese,unknown,,,"images/chinese/清_郎世宁_道光帝朝服像_轴_工笔,人物_人物_绢本_35cmX57cm _ _3d9358c0.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,郎世宁,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02157,chinese,unknown,,,"images/chinese/五代后蜀_黃居寀_宣和图谱_页_工笔,花鸟_ _工笔,芦苇,盛开花,白花,印章 _  _  _ _2ec16ece.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,黃居寀,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02158,chinese,unknown,,,"images/chinese/清_查士标_山水 _页_水墨,山水_山,山林,山群,山地,河岸,地面,石头,树,树林,树枝,树叶,水_12f4bef4.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,查士标,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02159,chinese,unknown,,,"images/chinese/清_渐江_山水册_页_水墨,山水_写意,山,山林,山地,石头,建筑,房子,树,树林,树枝,草,水,水面,印章_纸本_14.2cmX21.9cm _ _8ee845cc.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,渐江,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02161,chinese,museum_collection,,,"images/chinese/宋_金大受_十六罗汉图2 _页_工笔,人物_人物_绢本_172cmX77cm_东京博物馆_61f2b66a.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,金大受,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02162,chinese,museum_collection,,,"images/chinese/宋_李迪_红白芙蓉图_页_工笔,花鸟_ _花鸟_绢本_25.2cmX26cm_东京博物馆_1735758774_ef06ab41.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,李迪,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02163,chinese,unknown,,,"images/chinese/宋_孙隆_兔图_页_工笔,花鸟_兔,草_绢本_21.2cmX27cm_ _c09fda1b.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,孙隆,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02164,chinese,unknown,,,"images/chinese/清_李鱓_花卉十二开_没骨,花鸟_鸟,花,树枝,红花,彩绘,文字,印章_纸本_33.1cmX36.9_0b355811.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,李鱓,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02165,chinese,unknown,,,"images/chinese/清_汪士慎_花卉山水图册_页_水墨,山水_树枝,树林,山,山群,房屋,村舍,石,岩石,文字,文字,印_2b71d3ee.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,汪士慎,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02166,chinese,unknown,,,"images/chinese/明_蓝瑛_山水册_页_浅绛,山水_高山,树林,河流,石头,印章,文字,亭子_绢本_26.4cmX37_fb4d07dc.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,蓝瑛,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02168,chinese,unknown,,,"images/chinese/明_夏昶_淇水清风图_卷_页_没骨,花鸟_纸本_27.6cmX200cm _ _89d5e4a3.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,夏昶,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02170,chinese,unknown,,,"images/chinese/宋 _ _柳荫群盲图_页_工笔,人物_ _人物_绢本_82cmX78.5cm _ _7427a64d.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,unknown,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02171,chinese,unknown,,,"images/chinese/清_清院_十二月令图(七月)_页_浅绛,山水_  _青绿山水_  _  _ _5ebef0b1.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,清院,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02173,chinese,beijing_palace_museum,,,"images/chinese/宋_赵佶_文会图_页_工笔,人物_  _ _绢本_184.4cmX123.9cm_台北故宫博物院_fc126b53.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,赵佶,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02174,chinese,unknown,,,"images/chinese/清_王翚_仿古山水册_页_浅绛,山水_树,树木,树林,石头,石林,云,云朵,树叶,水,水流,文字,印_c802157a.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,王翚,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02175,chinese,unknown,,,"images/chinese/宋_李迪_古木寒禽_ 页_水墨,山水_山,枯树,河流,草,印章,文字,山林_绢本_48cmX50cm_23b7c333.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,李迪,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02176,chinese,unknown,,,"images/chinese/清_郑板桥_幽蓝图 _ _写意,花鸟_竹子,竹叶,叶子,文字,印章_纸本_123cmX50cm _ _d0796bd8.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,郑板桥,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02177,chinese,museum_collection,,,"images/chinese/唐 _ _明王_唐卡 _页_工笔,人物_ _布鲁克林博物馆_7484ca25.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,museum_collection,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02178,chinese,unknown,,,"images/chinese/清_龚贤_水墨山水册_页_水墨,山水_山,水,水面,树,树林,建筑,印章,文字_纸本_ _页__582b6f94.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,龚贤,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02179,chinese,dunhuang_mogao,,,"images/chinese/ _ _敦煌壁画_壁画_白描,人物_人物,飘带,卷云,飞天,神话人物,飘逸动态_ _ _  (101)_697f5ea5.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,dunhuang_mogao,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02181,chinese,unknown,,,"images/chinese/明_杜大成_花蝶草虫_页_没骨,花鸟_花,草,花枝,枝子,蝴蝶,树叶,叶子,印章 _  _  _ _04ddb533.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,杜大成,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02182,chinese,unknown,,,"images/chinese/清_陈枚_月曼清游图册_页_工笔,人物_寒夜探梅 _  _  _ _53092f93.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,陈枚,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02183,chinese,unknown,,,"images/chinese/清_任伯年_桃花双鸡图_页_没骨,花鸟_ _花鸟 _  _  _ _a739ea1f.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,任伯年,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02185,chinese,museum_collection,,,"images/chinese/明_吕纪_四季花鸟图_页_工笔,花鸟_冬,花鸟 _  _ _东京国立博物馆_134290cf.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,吕纪,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
PAIR_02186,chinese,unknown,,,"images/chinese/清_佚名_芥子园画传_双页_水墨,山水_山,花丛,文字,边框_纸本_ _ _48a26ccf.jpg",source_side_retrieval,false,true,false,source_specific_not_relicensed,,Image rights remain source-specific; this manifest does not relicense source images.,佚名,CC BY 4.0,CC BY 4.0,2026-05-24,generated_from_available_bench_metadata; source_url/image_url may be blank when absent from canonical record
